"Rsid"	"E003"	"E004"	"E005"	"E006"	"E007"	"E008"	"E011"	"E012"	"E013"	"E014"	"E015"	"E016"	"E017"	"E019"	"E020"	"E021"	"E022"	"E026"	"E029"	"E032"	"E034"	"E037"	"E038"	"E039"	"E040"	"E041"	"E042"	"E043"	"E044"	"E045"	"E046"	"E047"	"E048"	"E049"	"E050"	"E055"	"E056"	"E058"	"E059"	"E061"	"E062"	"E063"	"E065"	"E066"	"E067"	"E068"	"E069"	"E071"	"E072"	"E073"	"E074"	"E075"	"E076"	"E078"	"E079"	"E080"	"E084"	"E085"	"E087"	"E089"	"E090"	"E091"	"E092"	"E093"	"E094"	"E095"	"E096"	"E097"	"E098"	"E099"	"E100"	"E101"	"E102"	"E103"	"E104"	"E105"	"E106"	"E108"	"E109"	"E111"	"E112"	"E113"	"E114"	"E115"	"E116"	"E117"	"E118"	"E119"	"E120"	"E121"	"E122"	"E123"	"E124"	"E125"	"E126"	"E127"	"E128"	"E129"
"rs10170359"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"18_Quies"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"18_Quies"	"6_TxWk"	"18_Quies"	"18_Quies"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"11_EnhWk"	"11_EnhWk"	"6_TxWk"	"6_TxWk"	"11_EnhWk"	"11_EnhWk"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"11_EnhWk"	"18_Quies"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"11_EnhWk"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"18_Quies"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"18_Quies"	"11_EnhWk"	"18_Quies"	"18_Quies"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"18_Quies"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"18_Quies"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"7_EnhG1"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"11_EnhWk"	"6_TxWk"	"6_TxWk"	"18_Quies"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"11_EnhWk"	"6_TxWk"	"6_TxWk"	"11_EnhWk"
"rs10175625"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"13_Het"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"13_Het"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"13_Het"	"13_Het"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"17_ReprPCWk"	"18_Quies"	"18_Quies"	"17_ReprPCWk"	"17_ReprPCWk"	"18_Quies"	"18_Quies"	"17_ReprPCWk"	"18_Quies"	"18_Quies"	"18_Quies"	"17_ReprPCWk"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"13_Het"	"18_Quies"	"18_Quies"	"18_Quies"	"17_ReprPCWk"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"13_Het"	"18_Quies"	"17_ReprPCWk"	"18_Quies"	"18_Quies"	"18_Quies"	"17_ReprPCWk"	"18_Quies"	"18_Quies"	"18_Quies"	"17_ReprPCWk"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"13_Het"	"18_Quies"	"13_Het"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"
"rs10182857"	"6_TxWk"	"18_Quies"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"5_Tx"	"6_TxWk"	"5_Tx"	"6_TxWk"	"6_TxWk"	"5_Tx"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"18_Quies"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"18_Quies"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"5_Tx"	"18_Quies"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"10_EnhA2"	"6_TxWk"	"10_EnhA2"	"10_EnhA2"	"11_EnhWk"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"5_Tx"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"10_EnhA2"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"10_EnhA2"	"11_EnhWk"	"6_TxWk"	"9_EnhA1"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"7_EnhG1"	"6_TxWk"	"5_Tx"	"6_TxWk"	"5_Tx"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"5_Tx"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"6_TxWk"
"rs10192364"	"15_EnhBiv"	"18_Quies"	"17_ReprPCWk"	"16_ReprPC"	"12_ZNF/Rpts"	"11_EnhWk"	"17_ReprPCWk"	"17_ReprPCWk"	"17_ReprPCWk"	"15_EnhBiv"	"15_EnhBiv"	"15_EnhBiv"	"16_ReprPC"	"15_EnhBiv"	"15_EnhBiv"	"11_EnhWk"	"11_EnhWk"	"18_Quies"	"18_Quies"	"18_Quies"	"16_ReprPC"	"18_Quies"	"18_Quies"	"17_ReprPCWk"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"17_ReprPCWk"	"18_Quies"	"16_ReprPC"	"16_ReprPC"	"17_ReprPCWk"	"17_ReprPCWk"	"17_ReprPCWk"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"17_ReprPCWk"	"17_ReprPCWk"	"18_Quies"	"18_Quies"	"18_Quies"	"17_ReprPCWk"	"18_Quies"	"17_ReprPCWk"	"18_Quies"	"17_ReprPCWk"	"17_ReprPCWk"	"17_ReprPCWk"	"16_ReprPC"	"16_ReprPC"	"17_ReprPCWk"	"16_ReprPC"	"17_ReprPCWk"	"17_ReprPCWk"	"16_ReprPC"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"17_ReprPCWk"	"18_Quies"	"17_ReprPCWk"	"18_Quies"	"17_ReprPCWk"	"17_ReprPCWk"	"17_ReprPCWk"	"17_ReprPCWk"	"17_ReprPCWk"	"17_ReprPCWk"	"6_TxWk"	"18_Quies"	"17_ReprPCWk"	"17_ReprPCWk"	"18_Quies"	"15_EnhBiv"	"17_ReprPCWk"	"18_Quies"	"18_Quies"	"18_Quies"	"17_ReprPCWk"	"17_ReprPCWk"	"17_ReprPCWk"	"16_ReprPC"	"17_ReprPCWk"	"16_ReprPC"	"17_ReprPCWk"
"rs10193735"	"6_TxWk"	"18_Quies"	"5_Tx"	"5_Tx"	"6_TxWk"	"6_TxWk"	"5_Tx"	"5_Tx"	"5_Tx"	"6_TxWk"	"5_Tx"	"5_Tx"	"5_Tx"	"6_TxWk"	"5_Tx"	"6_TxWk"	"18_Quies"	"5_Tx"	"5_Tx"	"6_TxWk"	"5_Tx"	"6_TxWk"	"6_TxWk"	"5_Tx"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"5_Tx"	"5_Tx"	"6_TxWk"	"5_Tx"	"6_TxWk"	"6_TxWk"	"5_Tx"	"6_TxWk"	"6_TxWk"	"5_Tx"	"5_Tx"	"6_TxWk"	"5_Tx"	"5_Tx"	"6_TxWk"	"5_Tx"	"5_Tx"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"5_Tx"	"5_Tx"	"5_Tx"	"6_TxWk"	"5_Tx"	"5_Tx"	"6_TxWk"	"5_Tx"	"5_Tx"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"5_Tx"	"5_Tx"	"6_TxWk"	"18_Quies"	"6_TxWk"	"5_Tx"	"6_TxWk"	"6_TxWk"	"5_Tx"	"5_Tx"	"6_TxWk"	"5_Tx"	"5_Tx"	"6_TxWk"	"6_TxWk"	"5_Tx"	"5_Tx"	"6_TxWk"	"5_Tx"	"6_TxWk"	"5_Tx"	"5_Tx"	"6_TxWk"	"5_Tx"	"6_TxWk"	"6_TxWk"	"6_TxWk"
"rs10195915"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"13_Het"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"12_ZNF/Rpts"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"12_ZNF/Rpts"	"12_ZNF/Rpts"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"17_ReprPCWk"	"18_Quies"	"18_Quies"	"17_ReprPCWk"	"17_ReprPCWk"	"18_Quies"	"17_ReprPCWk"	"16_ReprPC"	"18_Quies"	"18_Quies"	"18_Quies"	"17_ReprPCWk"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"13_Het"	"18_Quies"	"18_Quies"	"18_Quies"	"17_ReprPCWk"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"16_ReprPC"	"18_Quies"	"18_Quies"	"18_Quies"	"17_ReprPCWk"	"18_Quies"	"18_Quies"	"18_Quies"	"17_ReprPCWk"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"13_Het"	"18_Quies"	"13_Het"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"
"rs10197346"	"18_Quies"	"18_Quies"	"18_Quies"	"17_ReprPCWk"	"18_Quies"	"18_Quies"	"17_ReprPCWk"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"17_ReprPCWk"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"17_ReprPCWk"	"18_Quies"	"18_Quies"	"16_ReprPC"	"18_Quies"	"18_Quies"	"18_Quies"	"17_ReprPCWk"	"17_ReprPCWk"	"17_ReprPCWk"	"17_ReprPCWk"	"17_ReprPCWk"	"18_Quies"	"17_ReprPCWk"	"18_Quies"	"17_ReprPCWk"	"17_ReprPCWk"	"18_Quies"	"17_ReprPCWk"	"18_Quies"	"17_ReprPCWk"	"18_Quies"	"18_Quies"	"18_Quies"	"17_ReprPCWk"	"18_Quies"	"17_ReprPCWk"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"17_ReprPCWk"	"18_Quies"	"17_ReprPCWk"	"17_ReprPCWk"	"18_Quies"	"18_Quies"	"18_Quies"	"17_ReprPCWk"	"17_ReprPCWk"	"17_ReprPCWk"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"17_ReprPCWk"	"18_Quies"	"18_Quies"	"18_Quies"	"17_ReprPCWk"	"17_ReprPCWk"	"18_Quies"	"18_Quies"	"17_ReprPCWk"	"17_ReprPCWk"	"17_ReprPCWk"	"17_ReprPCWk"	"17_ReprPCWk"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"17_ReprPCWk"	"18_Quies"	"17_ReprPCWk"	"18_Quies"	"18_Quies"	"17_ReprPCWk"	"17_ReprPCWk"	"17_ReprPCWk"	"17_ReprPCWk"	"18_Quies"	"17_ReprPCWk"	"17_ReprPCWk"
"rs10202478"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"18_Quies"	"5_Tx"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"18_Quies"	"6_TxWk"	"18_Quies"	"18_Quies"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"11_EnhWk"	"6_TxWk"	"11_EnhWk"	"6_TxWk"	"11_EnhWk"	"11_EnhWk"	"11_EnhWk"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"11_EnhWk"	"11_EnhWk"	"9_EnhA1"	"6_TxWk"	"18_Quies"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"11_EnhWk"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"18_Quies"	"11_EnhWk"	"11_EnhWk"	"11_EnhWk"	"11_EnhWk"	"11_EnhWk"	"6_TxWk"	"6_TxWk"	"18_Quies"	"11_EnhWk"	"6_TxWk"	"18_Quies"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"11_EnhWk"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"10_EnhA2"	"18_Quies"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"18_Quies"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"11_EnhWk"	"6_TxWk"	"6_TxWk"	"8_EnhG2"	"6_TxWk"	"11_EnhWk"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"18_Quies"	"6_TxWk"	"7_EnhG1"	"9_EnhA1"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"6_TxWk"
"rs1025193"	"18_Quies"	"18_Quies"	"18_Quies"	"13_Het"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"13_Het"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"13_Het"	"13_Het"	"18_Quies"	"18_Quies"	"17_ReprPCWk"	"18_Quies"	"18_Quies"	"18_Quies"	"17_ReprPCWk"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"13_Het"	"18_Quies"	"13_Het"	"18_Quies"	"18_Quies"	"18_Quies"	"17_ReprPCWk"	"18_Quies"	"18_Quies"	"18_Quies"	"17_ReprPCWk"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"13_Het"	"18_Quies"	"18_Quies"	"13_Het"	"18_Quies"	"18_Quies"	"13_Het"	"18_Quies"	"18_Quies"	"13_Het"	"13_Het"
"rs1030730"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"7_EnhG1"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"5_Tx"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"5_Tx"	"6_TxWk"	"5_Tx"	"18_Quies"	"6_TxWk"	"6_TxWk"	"5_Tx"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"18_Quies"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"5_Tx"	"6_TxWk"	"6_TxWk"	"5_Tx"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"7_EnhG1"	"6_TxWk"	"5_Tx"	"6_TxWk"	"5_Tx"	"6_TxWk"	"6_TxWk"	"5_Tx"	"5_Tx"	"17_ReprPCWk"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"18_Quies"	"11_EnhWk"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"5_Tx"	"6_TxWk"	"6_TxWk"	"18_Quies"	"6_TxWk"	"6_TxWk"	"7_EnhG1"	"5_Tx"	"5_Tx"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"7_EnhG1"	"7_EnhG1"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"18_Quies"	"6_TxWk"
"rs10400634"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"5_Tx"	"6_TxWk"	"6_TxWk"	"5_Tx"	"6_TxWk"	"6_TxWk"	"5_Tx"	"18_Quies"	"18_Quies"	"5_Tx"	"5_Tx"	"5_Tx"	"5_Tx"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"5_Tx"	"5_Tx"	"5_Tx"	"5_Tx"	"5_Tx"	"5_Tx"	"6_TxWk"	"6_TxWk"	"5_Tx"	"5_Tx"	"6_TxWk"	"6_TxWk"	"5_Tx"	"6_TxWk"	"5_Tx"	"5_Tx"	"5_Tx"	"6_TxWk"	"5_Tx"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"5_Tx"	"5_Tx"	"5_Tx"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"5_Tx"	"5_Tx"	"5_Tx"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"5_Tx"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"5_Tx"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"5_Tx"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"5_Tx"	"5_Tx"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"5_Tx"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"5_Tx"
"rs10437061"	"18_Quies"	"18_Quies"	"18_Quies"	"16_ReprPC"	"18_Quies"	"18_Quies"	"16_ReprPC"	"18_Quies"	"18_Quies"	"18_Quies"	"17_ReprPCWk"	"17_ReprPCWk"	"16_ReprPC"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"16_ReprPC"	"18_Quies"	"17_ReprPCWk"	"16_ReprPC"	"17_ReprPCWk"	"17_ReprPCWk"	"16_ReprPC"	"17_ReprPCWk"	"17_ReprPCWk"	"17_ReprPCWk"	"16_ReprPC"	"16_ReprPC"	"17_ReprPCWk"	"17_ReprPCWk"	"17_ReprPCWk"	"17_ReprPCWk"	"16_ReprPC"	"17_ReprPCWk"	"18_Quies"	"16_ReprPC"	"16_ReprPC"	"18_Quies"	"17_ReprPCWk"	"16_ReprPC"	"18_Quies"	"13_Het"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"11_EnhWk"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"17_ReprPCWk"	"17_ReprPCWk"	"18_Quies"	"17_ReprPCWk"	"17_ReprPCWk"	"18_Quies"	"17_ReprPCWk"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"17_ReprPCWk"	"18_Quies"	"18_Quies"	"18_Quies"	"17_ReprPCWk"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"17_ReprPCWk"	"17_ReprPCWk"	"17_ReprPCWk"	"18_Quies"	"16_ReprPC"	"18_Quies"	"17_ReprPCWk"	"18_Quies"	"18_Quies"	"17_ReprPCWk"	"18_Quies"	"17_ReprPCWk"	"17_ReprPCWk"	"16_ReprPC"	"17_ReprPCWk"	"17_ReprPCWk"	"17_ReprPCWk"	"17_ReprPCWk"	"17_ReprPCWk"	"17_ReprPCWk"	"18_Quies"	"16_ReprPC"
"rs1044499"	"6_TxWk"	"18_Quies"	"6_TxWk"	"6_TxWk"	"18_Quies"	"18_Quies"	"5_Tx"	"6_TxWk"	"6_TxWk"	"5_Tx"	"5_Tx"	"5_Tx"	"6_TxWk"	"6_TxWk"	"5_Tx"	"18_Quies"	"18_Quies"	"5_Tx"	"5_Tx"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"5_Tx"	"6_TxWk"	"5_Tx"	"6_TxWk"	"6_TxWk"	"5_Tx"	"6_TxWk"	"6_TxWk"	"5_Tx"	"6_TxWk"	"6_TxWk"	"18_Quies"	"6_TxWk"	"6_TxWk"	"5_Tx"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"18_Quies"	"6_TxWk"	"6_TxWk"	"18_Quies"	"6_TxWk"	"6_TxWk"	"5_Tx"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"18_Quies"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"5_Tx"	"5_Tx"	"6_TxWk"	"18_Quies"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"18_Quies"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"18_Quies"	"6_TxWk"	"5_Tx"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"18_Quies"	"5_Tx"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"18_Quies"	"6_TxWk"
"rs10449246"	"18_Quies"	"18_Quies"	"18_Quies"	"17_ReprPCWk"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"6_TxWk"	"18_Quies"	"18_Quies"	"18_Quies"	"17_ReprPCWk"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"17_ReprPCWk"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"17_ReprPCWk"	"17_ReprPCWk"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"6_TxWk"	"18_Quies"	"18_Quies"	"18_Quies"	"17_ReprPCWk"	"18_Quies"	"18_Quies"	"17_ReprPCWk"	"18_Quies"	"13_Het"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"17_ReprPCWk"	"17_ReprPCWk"	"17_ReprPCWk"	"18_Quies"	"18_Quies"	"17_ReprPCWk"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"6_TxWk"	"18_Quies"	"17_ReprPCWk"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"6_TxWk"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"17_ReprPCWk"	"6_TxWk"	"6_TxWk"	"17_ReprPCWk"	"17_ReprPCWk"	"18_Quies"	"17_ReprPCWk"	"16_ReprPC"	"18_Quies"	"17_ReprPCWk"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"6_TxWk"
"rs10452218"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"5_Tx"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"6_TxWk"	"18_Quies"	"5_Tx"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"18_Quies"	"5_Tx"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"5_Tx"	"6_TxWk"	"6_TxWk"	"5_Tx"	"5_Tx"	"18_Quies"	"5_Tx"	"6_TxWk"	"6_TxWk"	"5_Tx"	"18_Quies"	"6_TxWk"	"5_Tx"	"5_Tx"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"5_Tx"	"6_TxWk"	"6_TxWk"	"18_Quies"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"18_Quies"	"6_TxWk"	"6_TxWk"	"18_Quies"	"18_Quies"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"17_ReprPCWk"	"18_Quies"	"5_Tx"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"6_TxWk"
